Transaction ID,User ID,Date,Amount,Category,Merchant Description,Recurring,Frequency,Mode,OTT Label
eb04159c-0cf1-43f9-b4d9-d1f508775804,13,2024-05-19,42.14,Dining,"Gonzalez, Richardson and Marshall",False,N/A,UPI,
1fb621ae-ec4e-4cbb-a2aa-378c659e0258,13,2024-01-12,122.57,Groceries,Watson PLC,False,N/A,Card,
ded7d3ef-f5e4-49c1-ad76-1ffa7233d5af,13,2024-07-03,119.58,Utilities,"Arnold, Cooper and Monroe",False,N/A,Cash,
b0588256-d4b3-48cf-bfbb-eab342378962,13,2024-02-05,45.73,Dining,Johnson-Williams,False,N/A,UPI,
f704d72f-c7a2-4280-927f-8103da9408c0,13,2024-03-24,7.99,Transport,Holland Ltd,False,N/A,Cash,
68d576b8-a6ce-4d7a-84e2-a94b34ec5264,13,2024-07-18,12.99,Subscription,Hulu,True,Monthly,Card,Hulu
f796611f-c7c1-4b1b-9d58-631b052226b9,13,2024-01-04,142.23,Shopping,Buck-Holland,False,N/A,Card,
3948fe22-022a-4dda-8d05-79e299e4704c,13,2024-04-08,156.23,Shopping,"Trujillo, Torres and Rasmussen",False,N/A,UPI,
e53e5f4c-6c7e-4a2c-867f-358ba48aa108,13,2024-05-26,75.06,Dining,Stevens-Robinson,False,N/A,UPI,
d30608be-8548-467b-ad5c-ba244d59616b,13,2024-08-30,101.97,Groceries,Silva-Smith,False,N/A,Cash,
d7e174e6-f76b-4723-a990-2071ffda9a93,13,2024-05-25,168.75,Transport,"Holland, Lynch and Evans",False,N/A,UPI,
5616af7e-1057-4002-bb53-359e1bacbd0d,13,2024-04-17,13.91,Transport,"Nguyen, Hill and Douglas",False,N/A,Cash,
4c7d9313-a6c6-41b0-a472-9be5f3c2944a,13,2024-03-14,8.99,Subscription,Disney+,True,Monthly,UPI,Disney+
3d846fc9-c3f6-4136-846d-5a3b2661c426,13,2024-01-23,43.26,Transport,"Powell, Flores and Taylor",False,N/A,UPI,
ff5a229e-7f53-4344-a7c8-54e406843c86,13,2024-04-24,52.92,Health,Meadows-Sullivan,False,N/A,Cash,
b54401cb-9541-4a9d-890a-aa93bc9a7998,13,2024-08-10,70.83,Shopping,Cooper Ltd,False,N/A,Cash,
a36884f5-88dd-4880-afb2-8b3d38eccb4d,13,2024-07-03,100.67,Transport,"Howard, Evans and Jackson",False,N/A,Cash,
2e5eeb6a-8ee9-481a-a061-f65fa8596f8c,13,2024-04-24,38.01,Utilities,Ruiz Ltd,False,N/A,Cash,
8f1cb2cc-ceef-4fa8-b9a5-d4d0423701f1,13,2024-03-12,183.8,Health,"Lam, Pena and Walker",False,N/A,Cash,
4e9d23e9-df16-4ec3-be84-8aa2392c04da,13,2024-06-12,107.17,Groceries,Watson-Richards,False,N/A,Cash,
787515b9-1e26-4d31-99e9-275876b90436,13,2024-01-21,15.99,Subscription,Netflix,True,Monthly,UPI,Netflix
948f664a-9565-457b-a267-d32fddcbf4bc,13,2024-08-29,7.99,Subscription,Amazon Prime Video,True,Monthly,Card,Amazon Prime Video
31cd9f6e-e3b1-4d36-b8e3-6397123b31cf,13,2024-07-13,6.78,Health,Dillon Group,False,N/A,UPI,
0dd70158-69c1-45ae-8c61-0ae887a37f10,13,2024-02-28,125.48,Utilities,Gay LLC,False,N/A,Cash,
e4917f7d-91c4-4efc-bcb8-96bb68c0cbef,13,2024-06-26,133.56,Groceries,Stewart Ltd,False,N/A,Card,
7cd2192f-14b0-4f62-8768-b07f2e2bdc6c,13,2024-05-09,85.21,Groceries,"Hatfield, Edwards and Brown",False,N/A,Cash,
c2dd901d-359a-4533-8605-ec0e73b9c2ac,14,2024-03-06,109.47,Dining,"Duran, Burns and Gallagher",False,N/A,Card,
6f07b60f-9d4e-4b5d-a120-bfba1689e0b8,14,2024-09-03,141.08,Shopping,Powell-Sanford,False,N/A,Card,
88a5fa0d-09a8-4dc5-8131-ff3b62210670,14,2024-03-18,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
039a8ed5-f337-4261-9f83-92d5bb0c7919,14,2024-05-05,125.86,Dining,"Lee, Rhodes and Sims",False,N/A,UPI,
e0821918-b18a-467d-b9ec-8ca13fb2df47,14,2024-05-13,82.39,Dining,Anderson-Reyes,False,N/A,UPI,
10b6a662-2ac1-45ca-8e5d-8f1296b31f4a,14,2024-01-18,52.43,Utilities,Fry-Bryant,False,N/A,Card,
567c5d44-862c-42fd-98ab-b2e785319f0f,14,2024-06-17,166.47,Groceries,"Cowan, Cooper and Valenzuela",False,N/A,Cash,
2a35ce30-303c-404b-8007-93365bf7dda1,14,2024-06-05,131.73,Groceries,Perez Ltd,False,N/A,Card,
bbec721d-3610-401c-a196-b3b5fc21109b,14,2024-01-09,78.55,Shopping,"Wagner, Martinez and Dawson",False,N/A,Card,
e0653245-600c-4c71-8990-a647cac8d87e,14,2024-09-05,142.05,Groceries,Wise-Dean,False,N/A,UPI,
a976dc4d-0c47-4187-bea3-5d37980b6853,14,2024-02-11,130.76,Dining,"Huff, Williams and Wilson",False,N/A,Cash,
8c1ab2c7-1fa3-4d1f-a158-4f8871be94c3,14,2024-04-08,194.9,Health,Miles-Harris,False,N/A,Card,
4d15f7d8-0261-487a-a15c-159aaf8ca888,14,2024-06-12,180.75,Utilities,"Garcia, Meyer and Dean",False,N/A,Cash,
d4a5a81e-6b38-4a0a-a31d-260bb362cd55,14,2024-02-10,14.08,Groceries,"Higgins, Wilson and Wilson",False,N/A,Cash,
9be78aec-32da-41f0-bf6b-d3c61b341937,14,2024-03-18,180.37,Health,Decker-Dudley,False,N/A,Cash,
4b9c22f4-68e5-48cd-b414-6e4a5ba0c3e0,14,2024-03-03,8.99,Subscription,Disney+,True,Monthly,Card,Disney+
e90d21cb-7f11-4a36-8c52-d2710a167e18,14,2024-03-21,119.47,Utilities,"Fitzpatrick, Rivera and Smith",False,N/A,UPI,
1c453357-e829-4a67-96c8-e3d7abf0263e,14,2024-08-10,63.36,Health,"Snyder, Herring and Chan",False,N/A,Card,
19ee2c3b-b93c-4b0b-b93b-770c13365c0c,14,2024-04-09,170.64,Utilities,"Hall, Hinton and Phillips",False,N/A,Cash,
d02c75f9-198d-43a4-8cd2-0e4376dae194,14,2024-03-08,152.34,Transport,Phelps LLC,False,N/A,Cash,
6d0e0597-500d-42a7-ad40-9244cd3566ef,14,2024-02-15,102.65,Dining,York Inc,False,N/A,Card,
a9d1a28e-236d-4176-9a1c-96ae0279e2ab,14,2024-09-08,7.99,Subscription,Amazon Prime Video,True,Monthly,Card,Amazon Prime Video
e4ffc31a-5b86-4a69-9423-1dbe2ba6b158,14,2024-06-18,154.96,Health,"Adams, Quinn and Watson",False,N/A,UPI,
66995af5-1d24-481c-aed0-87d457bcad3a,14,2024-06-04,68.64,Utilities,Nelson-Cruz,False,N/A,UPI,
6bf7240f-ccc6-4fed-ba6e-43d0d9c59cd9,14,2024-09-08,92.86,Transport,Wilson Ltd,False,N/A,UPI,
f1458426-fb48-4ded-8f03-7337b9f6143b,14,2024-03-02,78.21,Transport,Perry PLC,False,N/A,Cash,
adab2c2f-91a6-46da-8d61-39887b90942f,14,2024-06-19,79.11,Health,Carr LLC,False,N/A,UPI,
af390a9d-dcd1-4413-8760-801f9c81fc46,14,2024-02-20,144.06,Groceries,Knapp-Rodriguez,False,N/A,UPI,
1036ca81-0bc4-47ba-b0d0-ebcb6949ece5,14,2024-04-11,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
b45e9463-032a-49e0-9071-e5f0a7ac590c,14,2024-07-22,25.78,Groceries,"Ray, Cunningham and Levine",False,N/A,UPI,
84e3b774-569a-4ef0-9f86-5633ab7aeb66,14,2024-07-22,153.46,Groceries,"Haynes, Davis and Stanley",False,N/A,Card,
a9e8f0d8-5883-49de-bb5f-be413fa2bde0,14,2024-09-06,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
d3916dcf-d6ca-4e2c-a60e-37cc62874624,14,2024-08-04,104.93,Groceries,"Brown, Schneider and Moore",False,N/A,Card,
7eef09ab-da14-4a47-b823-51d9d94df188,14,2024-03-05,15.99,Subscription,Netflix,True,Monthly,UPI,Netflix
52150ed8-7ddc-4413-805d-b774132a5e58,14,2024-04-03,7.41,Shopping,Cordova-Williams,False,N/A,UPI,
60ee64ba-a4b0-418e-8ced-470739034b65,14,2024-06-05,146.34,Health,Miller Group,False,N/A,Card,
1688782f-72b6-46ca-92b2-6acdcd1f75a3,14,2024-07-12,38.07,Shopping,Stewart-Hooper,False,N/A,Card,
1a46d536-048c-4480-a743-7402bec7fb11,14,2024-06-05,8.99,Subscription,Disney+,True,Monthly,UPI,Disney+
8c91bd13-8ea0-4346-892c-4801698f04f8,14,2024-01-01,17.34,Shopping,Conner PLC,False,N/A,UPI,
82226c16-e3de-4ec0-8dfa-21bea335b2c8,14,2024-08-06,99.43,Groceries,Pena Group,False,N/A,UPI,
d34794cc-5d04-432d-9742-3882f34a7949,14,2024-01-22,53.09,Utilities,Richard LLC,False,N/A,UPI,
99966612-9ea8-4552-8475-66bf8f660bbd,14,2024-07-02,43.13,Groceries,"Sandoval, Baldwin and Wilson",False,N/A,Card,
008ffab9-38c4-4b38-a8ae-57b9c262cad0,14,2024-05-12,190.02,Dining,Gallegos-Brandt,False,N/A,Cash,
5fb7474e-85a0-4089-8c35-73214abf6f5c,14,2024-02-11,173.13,Shopping,Prince Group,False,N/A,UPI,
be153187-b783-41d5-9264-04b923f47a55,14,2024-06-07,165.59,Utilities,King and Sons,False,N/A,Cash,
da296905-ee22-470b-9ee9-32603002d831,14,2024-06-01,8.99,Subscription,Disney+,True,Monthly,Card,Disney+
c80b2af7-d315-4afa-b500-f7853730dfba,14,2024-03-15,39.64,Shopping,"Morgan, Sherman and Williams",False,N/A,UPI,
96bc532d-ac11-4bab-9664-2fe8a21c0c06,14,2024-02-17,140.52,Shopping,Ellis-Lawrence,False,N/A,Cash,
7fb33be5-f6bf-4f72-a277-8161811317a8,14,2024-01-02,68.55,Dining,"Fitzgerald, Tran and Reynolds",False,N/A,UPI,
82221ad3-eca3-41d4-bba1-6dd795ca788d,14,2024-03-09,186.75,Transport,"Lane, Cross and Anderson",False,N/A,Cash,
9b2d5a2a-99bd-4240-a853-5961632d0302,15,2024-05-04,40.09,Health,"Keith, Barnes and Lynch",False,N/A,Card,
460a6125-3f8c-43d4-832a-fc4ab148b2a6,15,2024-06-03,95.02,Utilities,Waller-Chavez,False,N/A,Card,
9a3f0ad1-69a9-4ff9-a35f-c3d52224a806,15,2024-07-17,61.81,Utilities,Cameron-Kelley,False,N/A,Card,
ef7db821-bca0-458e-b63d-65d5505c7527,15,2024-08-02,160.15,Shopping,"Robinson, Clark and Klein",False,N/A,Cash,
ac20af11-ebd3-4927-9865-28e6afc5c20e,15,2024-02-21,128.5,Transport,"Santos, Mullen and Gordon",False,N/A,UPI,
b5d9ad36-5287-464d-a30a-6658b1be6df2,15,2024-02-14,144.47,Shopping,Hart-Aguilar,False,N/A,Card,
6adfd568-b5ca-4993-aaca-d101f1530f68,15,2024-07-26,121.6,Health,Rich-Henderson,False,N/A,UPI,
06783c34-1b41-461e-85d1-a1ef0344edb3,15,2024-05-27,185.08,Utilities,Brown Inc,False,N/A,UPI,
c918a346-c00c-400c-8458-b006332cce0a,15,2024-03-03,159.19,Dining,Vega-Thomas,False,N/A,Cash,
4b8e5509-c8cb-4592-b0ca-d2eb0fe1621a,15,2024-03-20,109.7,Utilities,"Johnson, Cervantes and Garcia",False,N/A,Card,
8fd7b1a1-bd4f-4118-acef-45c4de3790fb,15,2024-03-28,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
638e1388-8faf-4d4a-a5a9-9ebcbe0ec2da,15,2024-04-02,15.99,Subscription,Netflix,True,Monthly,UPI,Netflix
cc7f9517-cbfd-4a31-88c8-5ad682cbcdc7,15,2024-04-21,69.66,Shopping,"Beck, House and Hughes",False,N/A,Card,
af65e8cc-f9cf-4499-89c1-ad45f4ea6b97,15,2024-05-01,8.99,Subscription,Disney+,True,Monthly,Card,Disney+
0351b09d-0dc5-4b06-8d58-09b7f740d87c,15,2024-04-07,106.17,Health,Oliver Group,False,N/A,Cash,
a23ff67d-e957-4bc2-b9bd-8bd6d479cc36,15,2024-09-08,91.93,Shopping,Fischer-Payne,False,N/A,UPI,
b993ff63-c6b1-4d94-b24b-cc3d9a7791a2,15,2024-03-16,119.78,Health,Cole-Lucero,False,N/A,Card,
2c7dd667-f664-4720-afdd-b26a13106665,15,2024-07-18,9.79,Groceries,Bennett Group,False,N/A,UPI,
214c0a4d-43a5-44d2-8e7d-3f5a4773e66a,15,2024-03-03,192.54,Groceries,"Singleton, Smith and Owens",False,N/A,Cash,
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,15,2024-05-05,8.99,Subscription,Disney+,True,Monthly,UPI,Disney+
eeb093fe-c60e-44d5-8d04-dcb698cd2655,15,2024-08-30,45.34,Shopping,"Cameron, Turner and Tyler",False,N/A,UPI,
c8b648e0-12a8-40c5-9bab-7f4a8cd74c27,15,2024-05-03,90.44,Utilities,"Robinson, White and Jones",False,N/A,UPI,
8b074d1a-6a7a-4841-a8cc-812a8150e0c9,15,2024-07-27,63.55,Utilities,Davis-Walker,False,N/A,Card,
54c0c6c2-54f6-416e-a9d0-49dc369e5af8,15,2024-05-20,8.99,Subscription,Disney+,True,Monthly,Card,Disney+
c0ae0b1a-f347-4736-b7ec-07a64b27b079,15,2024-08-28,37.05,Utilities,"Wells, Hoffman and Goodwin",False,N/A,Card,
ab3f8d22-1d5e-4aee-8240-f59aa6388854,15,2024-05-14,112.62,Dining,Allen-May,False,N/A,Cash,
f57a431e-3e6b-44fd-9f02-7cbfeb29d912,15,2024-01-16,95.1,Shopping,"Blackwell, James and Hogan",False,N/A,Cash,
8a4cfe1f-41af-4b2a-a2c8-c3f41d06149e,15,2024-04-19,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
d275bd43-8451-4303-a94d-4fbe06531d47,15,2024-05-25,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
7210045a-823c-4ef9-8d85-65ce83a9c235,15,2024-07-08,80.82,Utilities,Phillips Ltd,False,N/A,Card,
15149755-838e-4a61-9200-044b31487df8,15,2024-02-07,151.7,Groceries,Bonilla PLC,False,N/A,Cash,
10c2c2e5-a07e-4fb1-81e0-6ad888802d4d,15,2024-03-22,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
3692a531-c609-4cd8-a127-dc6bab9b153d,15,2024-06-13,94.22,Dining,Harris Ltd,False,N/A,Cash,
c673f2e0-bdca-410f-b9e9-cf93e0ee5e8a,15,2024-06-18,107.9,Utilities,"Montoya, Jones and Parks",False,N/A,UPI,
54eb4c91-b784-4e08-b58f-c8fa0614ac41,15,2024-01-15,124.21,Health,Jones and Sons,False,N/A,Card,
12087e20-8ede-4b46-807d-0affcb51a911,15,2024-08-11,169.88,Health,Bartlett Group,False,N/A,Card,
6789e7d0-a155-4b2c-b37c-f8b563561add,15,2024-06-17,142.67,Dining,Smith-Nunez,False,N/A,Cash,
b864a47b-a434-47fb-8182-978288eae7d4,15,2024-08-28,136.06,Dining,Avila PLC,False,N/A,Card,
129538df-d926-4e41-b36d-01210ba6fe09,15,2024-05-18,27.81,Dining,"Rodriguez, Buchanan and Turner",False,N/A,Cash,
ed3b9d13-c3e9-4323-8811-86e9162534ca,15,2024-06-18,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
a9252745-d276-4c96-a526-247461a451ff,15,2024-01-12,117.09,Shopping,Moore-Robinson,False,N/A,Card,
cc27f386-cbf9-45b5-a418-16b7bf2b43b4,15,2024-07-30,109.79,Utilities,Choi-Thomas,False,N/A,Card,
f7222fbe-ea06-494b-a310-ff72ad62d094,15,2024-09-08,100.48,Transport,Bernard-Smith,False,N/A,Card,
1f8c56e0-2431-43fd-8e19-0d07dff0b9bf,15,2024-01-17,92.95,Groceries,Armstrong Group,False,N/A,UPI,
15cadfaf-f26d-4dd3-8c2a-a0b18982cbf8,15,2024-04-28,99.5,Transport,Goodman Ltd,False,N/A,UPI,
e7d73d1d-69a3-4991-b634-646c5806a961,15,2024-09-07,103.56,Shopping,"Thomas, White and Jensen",False,N/A,UPI,
2e6d7a04-1d57-4734-b1bf-5cf640b3af7c,15,2024-08-08,86.05,Shopping,York PLC,False,N/A,UPI,
12b99a50-8cb6-41f0-a509-6396761579e7,15,2024-04-22,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
1923cafc-402d-405b-913e-af84abf39096,15,2024-03-17,58.6,Health,"Carpenter, Lynn and Howard",False,N/A,UPI,
199c8d94-3c0a-484e-a7cd-13cbabda06b2,15,2024-04-20,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
31891f48-e66e-4c11-91de-febf9e98961d,16,2024-05-03,27.08,Groceries,Hayes-Jensen,False,N/A,UPI,
27035b27-958c-4936-b186-78ce4e40bfba,16,2024-08-07,165.54,Dining,"Diaz, Stewart and Patterson",False,N/A,Cash,
c921057c-3f05-457c-902e-d818013ca998,16,2024-03-27,13.11,Utilities,"Singh, Graham and Larsen",False,N/A,UPI,
54e14f3a-bba4-4ae0-adf8-f7672261ddef,16,2024-07-05,198.01,Groceries,Griffin-Hampton,False,N/A,Cash,
2cff45f8-1bdc-44a9-8d3a-5d767caa281b,16,2024-09-07,151.51,Dining,"Miller, Ramirez and Serrano",False,N/A,Card,
4363589c-3249-4cff-89e2-df24e42c0aea,16,2024-08-31,72.97,Groceries,Luna Inc,False,N/A,UPI,
07fc584e-a1b2-4627-81d6-7019d97e8d3c,16,2024-08-13,27.89,Transport,"Sullivan, Lawrence and Escobar",False,N/A,Card,
e4dc4306-8b20-4e3e-82b7-c0488d3543be,16,2024-07-28,119.65,Dining,Valdez-Hernandez,False,N/A,Cash,
c5ab48da-e435-4021-b92a-9fc4647ac591,16,2024-08-16,88.49,Health,"Vincent, Anderson and Mason",False,N/A,Card,
808e08d2-5d26-4b1b-a593-b659172e8c68,16,2024-01-05,163.64,Groceries,"Allen, Maynard and Holden",False,N/A,Cash,
839e7623-c1d8-41d3-aa74-b90caf2537f5,16,2024-02-24,59.81,Health,Moore-Knight,False,N/A,Card,
f7bd8499-df48-4e7c-a8cf-4f6290d9170c,16,2024-02-26,142.29,Dining,"Dennis, Crosby and Williams",False,N/A,Cash,
1017ab44-3b53-464b-bcd6-1da4c2efda8b,16,2024-04-12,172.31,Utilities,Young-Barnett,False,N/A,Card,
5c7af83d-ca9d-4704-a860-bcb18494205c,16,2024-05-30,12.99,Subscription,Hulu,True,Monthly,Card,Hulu
e1ad640c-7463-435e-aafb-9f20783c91eb,16,2024-01-19,174.07,Transport,Hooper LLC,False,N/A,Cash,
8578b1c6-f7eb-469a-b428-0f0d1a6cf459,16,2024-09-03,53.69,Utilities,Davenport-Baker,False,N/A,UPI,
606cc2f5-2c81-4bf0-91f6-04068b5a8683,16,2024-09-10,153.49,Utilities,Diaz-Valdez,False,N/A,UPI,
4067f790-8444-4504-93ed-280ad5e14d1f,16,2024-05-26,117.6,Dining,Black LLC,False,N/A,Cash,
7ca2f582-5854-49d9-9e22-dc3fd1366db1,16,2024-07-06,93.14,Utilities,"Smith, Macias and Gonzales",False,N/A,Card,
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,16,2024-04-19,151.21,Utilities,Hernandez and Sons,False,N/A,UPI,
d123f7c1-b7a1-467e-9a1e-00365cbaa496,16,2024-02-15,100.17,Health,"Hall, Shepherd and Cortez",False,N/A,Card,
7aa1219a-7a93-48bb-acdb-d5f27b44acd0,16,2024-03-22,170.2,Groceries,"Martin, Whitaker and Johnson",False,N/A,Cash,
97a418b8-92d0-4319-a0bd-14220b0b81de,16,2024-03-03,128.79,Utilities,Soto Inc,False,N/A,UPI,
0e503fd8-2598-4383-9280-3da2e40b50e4,16,2024-03-05,160.16,Shopping,Nielsen-Black,False,N/A,Card,
904865c6-f820-4aa7-996f-7e8867cbfc39,16,2024-09-04,165.85,Shopping,Johns Ltd,False,N/A,UPI,
f27f3ad7-4890-4b6d-9240-ef02a9681fc1,16,2024-02-03,60.3,Health,Cole Group,False,N/A,Cash,
38283a05-2baa-43c9-bb4e-9ecdde0787b1,16,2024-06-08,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
95284c0a-cb6b-4562-a488-c84d99d090fd,16,2024-03-11,153.64,Groceries,"Keller, Baker and Ramsey",False,N/A,Card,
98b6691b-7416-4e82-ac1f-41ce57b94dfb,16,2024-08-17,168.16,Groceries,Hall Group,False,N/A,Card,
33cd1d56-043d-42db-9bcb-404c21d8b96a,16,2024-07-22,35.81,Shopping,"Cohen, Serrano and Jacobs",False,N/A,Card,
9d6022c5-e6cf-4bd8-b9d2-90012d6b8a4e,16,2024-08-20,88.42,Utilities,Rich PLC,False,N/A,Card,
17db4c2f-1e15-4e2f-809c-2ebe80da2ed7,16,2024-07-06,63.86,Dining,"Anderson, Munoz and Carey",False,N/A,Card,
adb610f4-c65d-486e-b00f-63efe59fc1c2,16,2024-09-09,53.83,Dining,Boyd-Wood,False,N/A,Cash,
6dd013f3-87a2-4e22-b298-b8110b1ec578,16,2024-03-30,37.28,Shopping,Clarke-James,False,N/A,Cash,
e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,16,2024-08-11,141.39,Transport,Coleman LLC,False,N/A,UPI,
e8fb5a96-3b85-46e1-840f-54057a25ed81,16,2024-02-02,142.22,Groceries,George-Stephens,False,N/A,Card,
b58ac738-0166-4221-b063-ae7f41ff81d1,16,2024-01-03,30.88,Transport,"Mills, Meyer and Brooks",False,N/A,Cash,
50deef43-cde5-435a-b011-7b0a349651d6,16,2024-06-07,6.81,Utilities,Rodriguez-Simmons,False,N/A,UPI,
dadfc499-42e4-4f01-80ee-131d95dad216,16,2024-07-27,197.69,Shopping,Cunningham-Carr,False,N/A,Cash,
c145d6ba-65bf-4e04-ae3c-2ce6fde6849b,16,2024-03-20,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
8ebc6d7e-c8a6-4b85-8d56-bff669c9520f,16,2024-07-06,147.5,Groceries,Wood PLC,False,N/A,Card,
4e80d10b-fd0e-40b6-80f7-924b7bd7b4bf,16,2024-08-12,176.79,Transport,Schroeder-Sanders,False,N/A,UPI,
a8c6c2df-dd23-4f41-9ae1-35862358755c,16,2024-02-16,151.87,Transport,"Hall, Logan and Avery",False,N/A,Cash,
668b28da-8222-4d7f-b6e6-ba8519abdc15,16,2024-05-11,32.86,Health,"Mendez, Cohen and Williams",False,N/A,Cash,
015aba1d-a2c8-4f62-b6ee-137d639c4c6c,16,2024-02-05,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
ed054732-78bf-46fa-a534-3e85d2c0dec2,16,2024-08-21,46.55,Utilities,Davis-Baker,False,N/A,Card,
09aa5570-9be9-40c7-947d-7bfc5eef0d1e,16,2024-05-29,125.13,Shopping,Mendez-Meyer,False,N/A,Card,
0eb5e5a7-98f3-4640-b6a9-e3e3b62bccb1,16,2024-03-09,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
02bdeabe-7060-48eb-be8e-ed12a3ea21a2,16,2024-03-19,119.97,Shopping,"Galvan, Holmes and Lee",False,N/A,UPI,
840c5cb0-82b3-4384-9979-cf26c8b190e1,16,2024-03-30,66.33,Transport,"Jackson, Johnson and Allen",False,N/A,Card,
163b5481-284e-4cd4-b9c3-ee050012d399,17,2024-04-17,21.43,Health,Gomez-Foster,False,N/A,Cash,
03ef0f77-848a-4924-b347-8a919609598e,17,2024-01-27,123.48,Utilities,Dunn Ltd,False,N/A,Card,
953b0f1f-ea3e-472a-8f22-1604d46b7756,17,2024-05-15,133.39,Dining,Richmond-Hill,False,N/A,Card,
746b161a-31cc-4738-b68a-e9b79b3aa1d1,17,2024-06-05,104.36,Utilities,"Smith, Thompson and Hunter",False,N/A,UPI,
4b541670-80cf-41db-9287-e3138f026c2c,17,2024-05-12,15.64,Transport,Pratt LLC,False,N/A,UPI,
cb1b8eff-d02a-4cbb-89b4-094ae048f1de,17,2024-08-11,52.01,Utilities,Benson-Church,False,N/A,Cash,
3e4727fd-c51c-41f4-bbcf-2b31902bd154,17,2024-05-11,15.99,Subscription,Netflix,True,Monthly,UPI,Netflix
ae7cfd14-7577-4730-868d-a4b2f613bda0,17,2024-06-27,30.74,Health,"Atkins, Olson and Scott",False,N/A,UPI,
fe83c32a-c9e5-4c47-a237-a8c161f6dfbe,17,2024-03-26,138.17,Shopping,"Haynes, Mcbride and Gutierrez",False,N/A,Card,
027d3808-8920-4bc4-8439-9ed95a64845e,17,2024-04-12,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
66205167-17cf-475f-898b-cf673f8dcf96,17,2024-05-12,12.77,Groceries,Spencer and Sons,False,N/A,UPI,
37f3f32b-5a81-462a-9059-f77b79ff89d9,17,2024-08-10,127.57,Health,White-Reese,False,N/A,UPI,
7fbe6bb3-30ae-412d-a8f1-0194ee25356a,17,2024-03-18,83.44,Utilities,Moss LLC,False,N/A,Cash,
d5bea8dc-33e8-4249-baad-584034ef71df,17,2024-04-06,34.77,Groceries,"Kelly, Maxwell and Wilson",False,N/A,UPI,
a9d6290d-f4ad-4a22-ad02-05f51417c2f9,17,2024-07-10,7.99,Subscription,Amazon Prime Video,True,Monthly,Card,Amazon Prime Video
db6a34ea-c3a5-4237-81b2-16cf9d23c3cf,17,2024-07-29,81.19,Utilities,Charles LLC,False,N/A,Cash,
e5eb4549-7e0a-44c2-90bf-29959ee4105d,17,2024-08-11,17.89,Utilities,Henry-Joyce,False,N/A,UPI,
65db6e43-47bf-4db7-82d9-a774ea7f6c7d,17,2024-03-27,170.06,Groceries,"Anderson, Fox and Henderson",False,N/A,Card,
80a23721-0856-4684-8a6f-c4b3f08d312e,17,2024-05-14,12.99,Subscription,Hulu,True,Monthly,Card,Hulu
c6a1a468-afb3-43ad-9c43-2ed564caa1c7,17,2024-03-08,123.72,Dining,Bray-Wolfe,False,N/A,Cash,
0227b8d5-b070-4a53-90ce-857f75c72fb6,17,2024-01-05,149.43,Groceries,"Clark, Carpenter and Nguyen",False,N/A,Card,
2fe938e4-427b-4ffb-9ca1-adcc9cdf0664,17,2024-08-01,141.79,Transport,Young-Ruiz,False,N/A,UPI,
2f14f777-5dad-448e-97d5-2b789cf3137e,17,2024-07-12,106.99,Utilities,Clark-Haynes,False,N/A,UPI,
668d3c8b-dab5-4d55-9d75-c03c5f4faf10,17,2024-04-18,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
21925613-9247-4851-ae0d-38607362f9b7,17,2024-08-11,28.02,Groceries,"Perez, Garcia and Nelson",False,N/A,UPI,
db370ca7-6ea5-4341-8e2a-c3ff3c5dba42,17,2024-05-27,58.04,Groceries,Thomas Ltd,False,N/A,UPI,
027e789c-ce40-483b-b915-ad7e2648c819,17,2024-03-09,117.45,Groceries,Porter-Cowan,False,N/A,UPI,
88b3152d-845a-41b8-a172-6883d9719e00,17,2024-05-02,75.22,Shopping,Evans-Hart,False,N/A,Cash,
19566990-65fd-4adb-8c36-ad4e915d9a63,17,2024-03-04,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
411920f6-d056-4199-b728-ddc20f5e8b47,17,2024-07-04,179.38,Utilities,"Davis, Garner and Green",False,N/A,Cash,
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,17,2024-04-10,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
1f096b9d-6969-49b2-8513-eda8581993cc,17,2024-05-16,7.4,Groceries,"Mccarty, Gonzalez and Johnston",False,N/A,UPI,
